record_id,industry_sector,age_group,experience_level,shift_type,weekly_hours,ppe_compliance,education_level,season,employment_type,safety_training_hrs,site_hazard_score,equipment_age_yrs,prev_incidents_3yr,near_misses_3yr,team_size,overtime_days_month,accident_probability,accident_occurred
W-02718,Chemical,46-55,1-3yr,Day,45,Full,Vocational,Winter,Contractor,31,3.9,11,1,1,51,5,0.6396,1
W-02719,Transportation,55+,3-7yr,Night,55,Full,Secondary,Autumn,Permanent,27,3.8,2,0,0,8,4,0.4082,0
W-02720,Construction,26-35,7-15yr,Night,54,Partial,Vocational,Summer,Contractor,10,6.6,5,0,1,6,3,0.9202,1
W-02721,Transportation,36-45,15+yr,Night,49,None,Primary,Spring,Temporary,6,5.5,11,1,1,15,4,0.8057,1
W-02722,Transportation,46-55,3-7yr,Night,42,None,Secondary,Summer,Permanent,43,3.7,26,2,5,5,1,0.8274,0
W-02723,Transportation,36-45,<1yr,Night,46,Partial,Degree,Winter,Contractor,5,2.5,31,3,6,14,1,0.9666,1
W-02724,Manufacturing,55+,1-3yr,Day,21,Partial,Vocational,Winter,Temporary,6,3.9,9,1,2,12,5,0.7252,1
W-02725,Manufacturing,26-35,1-3yr,Day,41,Full,Primary,Autumn,Temporary,14,4.5,6,2,3,19,1,0.7623,1
W-02726,Manufacturing,36-45,1-3yr,Night,55,Partial,Secondary,Autumn,Permanent,15,4.4,6,2,3,4,3,0.9255,1
W-02727,Construction,46-55,3-7yr,Day,48,Full,Secondary,Summer,Contractor,14,5.4,22,2,3,43,5,0.7584,0
W-02728,Construction,36-45,3-7yr,Rotating,46,Partial,Secondary,Winter,Permanent,11,5.6,10,1,2,20,1,0.8624,0
W-02729,Construction,46-55,<1yr,Rotating,52,Full,Secondary,Winter,Permanent,11,5.7,2,0,0,7,5,0.8633,0
W-02730,Manufacturing,36-45,15+yr,Evening,53,None,Vocational,Autumn,Permanent,0,2.6,6,1,1,19,6,0.7811,1
W-02731,Transportation,26-35,3-7yr,Day,47,Full,Vocational,Autumn,Agency,17,1.0,7,0,0,10,1,0.3292,0
W-02732,Manufacturing,18-25,3-7yr,Evening,43,Partial,Secondary,Autumn,Temporary,11,3.6,14,1,1,14,3,0.751,1
W-02733,Construction,26-35,15+yr,Night,48,Full,Vocational,Spring,Permanent,10,6.2,3,0,0,27,1,0.6816,1
W-02734,Chemical,46-55,3-7yr,Night,42,Full,Secondary,Winter,Agency,17,3.1,10,0,0,19,3,0.7215,1
W-02735,Chemical,55+,15+yr,Day,52,Full,Secondary,Winter,Permanent,17,4.0,2,1,2,22,8,0.5023,0
W-02736,Transportation,26-35,1-3yr,Night,66,Full,Vocational,Winter,Permanent,11,1.0,5,0,0,6,3,0.5914,0
W-02737,Chemical,26-35,1-3yr,Evening,35,None,Degree,Spring,Permanent,11,4.0,11,2,4,53,1,0.97,1
W-02738,Mining,18-25,3-7yr,Day,41,None,Degree,Autumn,Contractor,6,4.1,11,3,5,8,3,0.97,1
W-02739,Chemical,36-45,3-7yr,Day,48,Full,Secondary,Autumn,Permanent,7,1.7,12,1,1,11,2,0.4398,1
W-02740,Construction,55+,1-3yr,Evening,43,Full,Secondary,Summer,Permanent,13,4.1,6,0,1,20,3,0.6948,0
W-02741,Manufacturing,36-45,7-15yr,Day,51,Full,Vocational,Winter,Permanent,31,2.9,7,1,1,4,7,0.2678,0
W-02742,Construction,36-45,<1yr,Day,39,Full,Vocational,Winter,Permanent,23,4.7,4,0,0,11,3,0.5166,0
W-02743,Construction,36-45,7-15yr,Day,29,Full,Primary,Autumn,Permanent,7,4.6,5,1,2,11,3,0.5172,1
W-02744,Construction,18-25,3-7yr,Rotating,56,None,Vocational,Spring,Permanent,32,5.1,7,2,4,6,5,0.97,1
W-02745,Agriculture,46-55,7-15yr,Day,52,None,Vocational,Winter,Permanent,0,5.8,0,1,2,32,4,0.8799,1
W-02746,Transportation,36-45,3-7yr,Day,52,Full,Vocational,Autumn,Contractor,11,2.3,24,1,1,14,6,0.4412,0
W-02747,Mining,36-45,15+yr,Day,61,Partial,Secondary,Winter,Temporary,2,7.6,6,0,0,9,5,0.9604,1
W-02748,Construction,46-55,1-3yr,Night,46,Full,Degree,Spring,Permanent,21,7.2,7,0,1,30,1,0.7136,1
W-02749,Transportation,46-55,15+yr,Night,64,Partial,Vocational,Autumn,Permanent,9,2.5,5,2,3,40,4,0.7604,1
W-02750,Agriculture,46-55,<1yr,Night,62,None,Degree,Autumn,Contractor,6,2.3,16,3,6,2,4,0.97,1
W-02751,Manufacturing,55+,7-15yr,Evening,43,Partial,Degree,Spring,Permanent,14,4.0,0,0,2,13,3,0.4644,0
W-02752,Agriculture,55+,3-7yr,Evening,36,Full,Degree,Spring,Temporary,16,5.7,16,1,1,5,2,0.7439,0
W-02753,Construction,36-45,7-15yr,Day,38,None,Degree,Winter,Temporary,0,2.1,2,3,6,23,1,0.97,1
W-02754,Manufacturing,18-25,7-15yr,Evening,51,Partial,Vocational,Winter,Contractor,31,3.2,9,2,3,8,6,0.7958,1
W-02755,Chemical,26-35,7-15yr,Day,37,Full,Secondary,Winter,Permanent,16,5.0,5,1,2,36,2,0.5885,0
W-02756,Manufacturing,46-55,<1yr,Night,51,Full,Secondary,Winter,Permanent,21,5.6,14,1,1,11,3,0.7817,1
W-02757,Manufacturing,18-25,7-15yr,Day,44,Partial,Secondary,Spring,Agency,2,1.3,2,1,3,10,3,0.8325,1
W-02758,Transportation,18-25,1-3yr,Rotating,51,Full,Secondary,Winter,Temporary,11,3.5,15,1,2,11,5,0.7607,1
W-02759,Agriculture,18-25,<1yr,Evening,53,Full,Secondary,Summer,Permanent,23,4.7,7,2,5,12,6,0.829,1
W-02760,Construction,46-55,1-3yr,Evening,49,None,Degree,Autumn,Permanent,0,4.2,14,1,1,7,3,0.97,0
W-02761,Construction,36-45,3-7yr,Evening,52,Full,Secondary,Autumn,Permanent,21,5.5,4,2,3,16,4,0.7401,1
W-02762,Construction,26-35,7-15yr,Night,65,Partial,Vocational,Spring,Permanent,8,5.6,16,0,0,4,5,0.97,1
W-02763,Agriculture,18-25,1-3yr,Evening,30,Full,Degree,Winter,Contractor,25,5.3,13,1,2,12,2,0.761,1
W-02764,Manufacturing,46-55,<1yr,Day,48,Partial,Secondary,Autumn,Permanent,16,5.1,2,1,1,33,3,0.7201,1
W-02765,Construction,26-35,7-15yr,Day,45,Partial,Primary,Spring,Permanent,3,5.6,23,1,1,13,0,0.8973,1
W-02766,Chemical,26-35,15+yr,Day,46,None,Degree,Summer,Permanent,0,5.0,24,1,2,17,0,0.97,1
W-02767,Mining,36-45,3-7yr,Day,29,Full,Secondary,Winter,Contractor,11,4.3,31,0,1,5,1,0.5871,0
W-02768,Construction,36-45,7-15yr,Day,47,Full,Secondary,Autumn,Permanent,9,5.3,1,1,2,19,2,0.5059,1
W-02769,Mining,26-35,3-7yr,Rotating,44,Partial,Secondary,Spring,Permanent,5,5.9,13,0,0,43,2,0.9161,1
W-02770,Agriculture,36-45,7-15yr,Night,55,None,Secondary,Autumn,Temporary,0,2.8,7,2,3,37,6,0.97,1
W-02771,Construction,26-35,15+yr,Day,66,Full,Degree,Summer,Permanent,13,6.2,29,0,0,11,4,0.7249,1
W-02772,Construction,46-55,3-7yr,Day,37,Full,Vocational,Autumn,Permanent,19,5.6,9,0,0,36,1,0.5234,1
W-02773,Transportation,26-35,3-7yr,Evening,48,Full,Secondary,Summer,Agency,11,3.3,8,1,1,6,2,0.5325,1
W-02774,Manufacturing,18-25,7-15yr,Day,31,Full,Vocational,Summer,Permanent,19,4.2,0,1,2,35,3,0.4694,0
W-02775,Mining,46-55,15+yr,Night,51,Partial,Secondary,Winter,Permanent,13,4.7,2,0,0,84,7,0.7997,1
W-02776,Manufacturing,36-45,<1yr,Day,53,Partial,Secondary,Spring,Agency,0,1.7,10,0,0,12,4,0.8609,1
W-02777,Construction,26-35,3-7yr,Rotating,52,Full,Vocational,Spring,Contractor,26,5.9,6,2,4,20,3,0.9589,1
W-02778,Construction,18-25,7-15yr,Day,56,Partial,Vocational,Spring,Permanent,1,3.4,3,1,2,6,4,0.9015,1
W-02779,Manufacturing,46-55,3-7yr,Day,51,Partial,Secondary,Winter,Permanent,8,6.0,16,1,1,8,6,0.6948,1
W-02780,Construction,46-55,3-7yr,Rotating,35,Full,Vocational,Summer,Agency,32,5.1,24,1,1,9,0,0.7437,1
W-02781,Construction,26-35,7-15yr,Day,61,Partial,Degree,Autumn,Permanent,29,4.9,29,0,1,20,8,0.7954,0
W-02782,Transportation,36-45,1-3yr,Day,34,Partial,Degree,Spring,Permanent,6,4.1,4,1,1,34,3,0.5812,1
W-02783,Chemical,18-25,1-3yr,Day,60,Full,Vocational,Spring,Permanent,6,5.2,5,1,2,28,4,0.7486,1
W-02784,Transportation,36-45,15+yr,Evening,51,None,Secondary,Autumn,Permanent,6,5.1,5,1,1,22,3,0.6032,0
W-02785,Transportation,18-25,3-7yr,Day,48,Full,Vocational,Autumn,Permanent,73,4.2,2,1,1,22,4,0.4063,0
W-02786,Construction,26-35,7-15yr,Rotating,62,None,Secondary,Winter,Permanent,9,5.3,6,1,2,9,6,0.97,1
W-02787,Chemical,18-25,7-15yr,Rotating,53,Partial,Secondary,Autumn,Permanent,2,4.2,3,2,3,9,6,0.97,1
W-02788,Construction,36-45,7-15yr,Night,57,Partial,Degree,Winter,Agency,9,6.7,20,0,1,33,7,0.9188,1
W-02789,Chemical,26-35,7-15yr,Day,47,Full,Degree,Spring,Temporary,15,3.4,4,2,5,7,2,0.6868,0
W-02790,Chemical,26-35,1-3yr,Rotating,43,None,Primary,Autumn,Agency,12,4.7,9,4,7,9,4,0.97,1
W-02791,Agriculture,18-25,3-7yr,Night,41,Full,Secondary,Summer,Permanent,28,3.7,17,1,1,25,3,0.6273,1
W-02792,Chemical,26-35,3-7yr,Day,62,Partial,Vocational,Winter,Permanent,22,4.3,9,0,0,5,5,0.7479,1
W-02793,Mining,46-55,3-7yr,Day,58,None,Degree,Autumn,Permanent,19,8.9,1,1,2,29,8,0.97,1
W-02794,Construction,26-35,1-3yr,Night,48,Full,Vocational,Autumn,Permanent,32,7.2,12,0,0,3,0,0.8821,1
W-02795,Manufacturing,36-45,1-3yr,Night,45,None,Degree,Autumn,Agency,1,4.5,7,2,5,11,0,0.97,1
W-02796,Mining,26-35,1-3yr,Day,58,Partial,Degree,Winter,Permanent,5,9.0,14,0,0,5,5,0.97,1
W-02797,Construction,26-35,3-7yr,Evening,53,Partial,Vocational,Spring,Temporary,7,6.7,3,0,0,22,6,0.9014,1
W-02798,Agriculture,36-45,15+yr,Rotating,57,None,Vocational,Winter,Agency,10,4.1,23,1,2,3,5,0.841,1
W-02799,Chemical,55+,15+yr,Day,56,Full,Vocational,Spring,Temporary,6,4.4,4,0,2,4,6,0.5223,0
W-02800,Construction,18-25,1-3yr,Day,55,Full,Vocational,Autumn,Temporary,12,3.9,8,2,3,25,6,0.97,1
W-02801,Transportation,18-25,1-3yr,Rotating,64,Partial,Vocational,Autumn,Temporary,1,2.1,9,2,3,18,5,0.97,1
W-02802,Chemical,36-45,<1yr,Day,52,Partial,Vocational,Summer,Permanent,12,4.9,8,0,1,4,6,0.812,1
W-02803,Chemical,55+,3-7yr,Rotating,38,Full,Vocational,Spring,Permanent,10,3.3,4,0,2,21,2,0.5555,0
W-02804,Chemical,55+,7-15yr,Night,47,Full,Vocational,Spring,Contractor,6,3.0,9,0,1,22,2,0.6405,1
W-02805,Mining,36-45,15+yr,Day,50,Full,Vocational,Autumn,Permanent,7,7.2,4,1,1,8,0,0.6324,0
W-02806,Chemical,36-45,1-3yr,Day,48,Full,Secondary,Spring,Permanent,33,3.1,5,1,2,15,3,0.504,1
W-02807,Transportation,36-45,1-3yr,Day,52,Partial,Vocational,Autumn,Permanent,22,2.9,20,0,0,9,5,0.463,1
W-02808,Construction,36-45,1-3yr,Day,46,Full,Secondary,Winter,Permanent,22,6.3,4,1,1,13,2,0.5823,0
W-02809,Manufacturing,36-45,1-3yr,Night,38,Full,Secondary,Autumn,Permanent,9,3.4,14,0,2,6,2,0.5721,1
W-02810,Agriculture,46-55,7-15yr,Evening,48,Full,Degree,Spring,Permanent,14,2.7,4,2,3,23,3,0.5181,1
W-02811,Construction,46-55,7-15yr,Night,35,None,Secondary,Autumn,Agency,30,6.2,6,1,1,16,0,0.97,1
W-02812,Agriculture,36-45,7-15yr,Night,36,Full,Vocational,Winter,Agency,30,2.6,7,0,0,18,2,0.4389,0
W-02813,Agriculture,36-45,3-7yr,Evening,50,Partial,Vocational,Winter,Temporary,14,5.1,3,0,1,22,2,0.6771,0
W-02814,Construction,36-45,1-3yr,Rotating,41,Full,Vocational,Autumn,Contractor,25,4.8,28,1,1,6,5,0.7831,1
W-02815,Mining,26-35,1-3yr,Night,46,Full,Secondary,Summer,Permanent,6,6.5,7,1,2,11,3,0.97,1
W-02816,Transportation,26-35,<1yr,Rotating,52,Full,Secondary,Summer,Permanent,21,3.3,3,0,3,5,5,0.5494,1
W-02817,Manufacturing,18-25,7-15yr,Day,41,Full,Secondary,Winter,Temporary,13,5.1,11,2,3,7,1,0.6364,0
W-02818,Construction,18-25,7-15yr,Night,53,Full,Primary,Winter,Agency,8,4.6,16,2,3,17,5,0.97,1
W-02819,Construction,36-45,7-15yr,Evening,55,Partial,Secondary,Summer,Contractor,38,5.9,4,1,1,15,4,0.8012,1
W-02820,Manufacturing,46-55,<1yr,Rotating,42,Full,Vocational,Spring,Temporary,30,2.6,6,0,0,17,3,0.532,0
W-02821,Chemical,26-35,7-15yr,Evening,41,Partial,Secondary,Autumn,Agency,22,3.5,23,0,1,2,0,0.6283,1
W-02822,Construction,36-45,<1yr,Day,51,Full,Degree,Autumn,Permanent,12,5.6,5,0,0,13,6,0.6975,1
W-02823,Agriculture,26-35,<1yr,Day,42,Partial,Vocational,Spring,Contractor,3,4.7,4,1,1,8,1,0.97,1
W-02824,Construction,18-25,3-7yr,Day,51,Full,Vocational,Autumn,Permanent,18,5.9,35,2,3,54,10,0.9621,1
W-02825,Manufacturing,55+,3-7yr,Day,50,Partial,Vocational,Spring,Agency,8,4.1,4,1,1,8,0,0.677,1
W-02826,Transportation,46-55,7-15yr,Evening,43,Full,Vocational,Winter,Permanent,19,3.0,8,0,2,15,1,0.2019,1
W-02827,Agriculture,18-25,7-15yr,Rotating,59,Partial,Vocational,Autumn,Permanent,6,5.2,6,1,3,11,3,0.8011,0
W-02828,Construction,36-45,1-3yr,Day,36,None,Degree,Spring,Permanent,27,4.3,7,2,3,8,2,0.9221,0
W-02829,Manufacturing,26-35,1-3yr,Day,50,Full,Vocational,Autumn,Permanent,44,2.3,7,2,3,3,2,0.5666,0
W-02830,Construction,55+,1-3yr,Night,33,Full,Vocational,Winter,Permanent,24,5.9,4,0,0,7,2,0.7259,1
W-02831,Manufacturing,26-35,<1yr,Day,46,None,Degree,Winter,Permanent,0,2.8,4,1,2,32,2,0.97,1
W-02832,Agriculture,26-35,1-3yr,Rotating,49,Full,Vocational,Spring,Contractor,8,2.7,9,1,1,14,2,0.6949,0
W-02833,Construction,36-45,7-15yr,Day,36,Partial,Secondary,Spring,Contractor,6,6.0,7,1,1,7,3,0.7207,1
W-02834,Manufacturing,46-55,1-3yr,Evening,58,Full,Primary,Winter,Permanent,12,4.7,4,1,1,6,4,0.576,1
W-02835,Manufacturing,26-35,7-15yr,Day,37,Full,Secondary,Spring,Permanent,26,3.7,4,0,1,7,2,0.2139,1
W-02836,Chemical,36-45,3-7yr,Rotating,46,Partial,Degree,Autumn,Permanent,0,2.8,16,0,1,4,0,0.8438,1
W-02837,Chemical,18-25,1-3yr,Rotating,58,Full,Primary,Autumn,Contractor,7,7.4,4,1,1,7,5,0.97,1
W-02838,Construction,46-55,3-7yr,Night,51,None,Secondary,Autumn,Agency,0,6.4,10,2,3,13,4,0.97,1
W-02839,Transportation,18-25,7-15yr,Day,42,Full,Degree,Summer,Permanent,7,1.0,25,1,2,9,0,0.3845,0
W-02840,Manufacturing,46-55,3-7yr,Rotating,44,Full,Secondary,Spring,Contractor,11,1.5,3,1,2,13,2,0.4451,1
W-02841,Manufacturing,36-45,<1yr,Rotating,49,Full,Secondary,Autumn,Agency,8,3.8,3,1,1,27,1,0.7874,0
W-02842,Transportation,26-35,15+yr,Day,42,Partial,Degree,Autumn,Contractor,48,3.6,11,0,0,16,1,0.3926,0
W-02843,Chemical,55+,<1yr,Night,50,None,Vocational,Summer,Permanent,4,4.0,3,2,4,15,0,0.97,1
W-02844,Chemical,55+,15+yr,Rotating,43,Partial,Vocational,Summer,Permanent,11,5.0,2,0,0,12,2,0.6781,1
W-02845,Mining,36-45,<1yr,Day,53,Full,Secondary,Winter,Permanent,26,6.7,8,1,1,37,5,0.7499,0
W-02846,Manufacturing,18-25,7-15yr,Day,40,Full,Vocational,Summer,Temporary,14,4.3,10,2,3,6,0,0.6669,0
W-02847,Transportation,36-45,3-7yr,Rotating,37,Partial,Degree,Spring,Agency,7,1.8,13,0,0,15,2,0.5378,0
W-02848,Construction,36-45,3-7yr,Evening,68,Full,Vocational,Winter,Temporary,16,7.7,4,0,0,7,4,0.8006,1
W-02849,Mining,36-45,<1yr,Rotating,57,Full,Vocational,Autumn,Permanent,8,7.7,3,1,3,15,5,0.97,1
W-02850,Manufacturing,36-45,1-3yr,Evening,40,Full,Secondary,Summer,Contractor,26,4.6,12,0,1,8,5,0.4078,0
W-02851,Agriculture,18-25,7-15yr,Day,38,None,Degree,Spring,Permanent,8,2.7,3,2,4,16,1,0.8661,1
W-02852,Construction,36-45,15+yr,Evening,51,Partial,Vocational,Summer,Permanent,32,6.6,3,0,1,12,7,0.6389,1
W-02853,Construction,36-45,3-7yr,Night,44,Full,Degree,Spring,Permanent,22,4.1,6,0,1,31,6,0.5413,0
W-02854,Chemical,18-25,1-3yr,Day,54,Full,Secondary,Spring,Temporary,10,5.7,6,1,1,7,3,0.9206,1
W-02855,Construction,36-45,<1yr,Day,50,Full,Vocational,Winter,Agency,26,5.6,6,0,0,5,1,0.6803,1
W-02856,Mining,36-45,7-15yr,Day,48,None,Degree,Spring,Temporary,0,6.8,35,1,1,15,4,0.97,1
W-02857,Construction,36-45,1-3yr,Evening,47,Partial,Secondary,Summer,Permanent,1,4.7,3,0,0,9,1,0.894,1
W-02858,Construction,18-25,<1yr,Rotating,60,Partial,Degree,Spring,Contractor,27,6.8,7,1,3,23,5,0.97,1
W-02859,Construction,36-45,7-15yr,Evening,44,Full,Secondary,Winter,Agency,8,5.6,17,1,1,4,3,0.7339,1
W-02860,Construction,26-35,3-7yr,Night,51,Partial,Vocational,Winter,Temporary,1,4.3,4,2,4,24,5,0.97,1
W-02861,Transportation,36-45,<1yr,Day,39,Full,Degree,Spring,Permanent,50,3.8,19,1,1,7,3,0.4214,1
W-02862,Manufacturing,46-55,<1yr,Evening,50,Partial,Secondary,Winter,Temporary,6,4.0,0,1,1,52,1,0.8415,1
W-02863,Chemical,36-45,7-15yr,Evening,39,Partial,Vocational,Spring,Permanent,16,5.9,7,0,0,25,1,0.6078,0
W-02864,Mining,18-25,<1yr,Night,59,Full,Secondary,Summer,Temporary,22,5.1,3,1,1,11,5,0.97,1
W-02865,Manufacturing,36-45,7-15yr,Night,60,Full,Vocational,Autumn,Agency,9,3.2,8,0,1,6,7,0.4393,1
W-02866,Mining,55+,1-3yr,Night,36,Full,Vocational,Summer,Permanent,7,6.1,33,0,1,4,4,0.97,1
W-02867,Mining,18-25,<1yr,Rotating,57,Full,Primary,Spring,Permanent,8,5.1,13,2,3,27,7,0.97,1
W-02868,Transportation,46-55,7-15yr,Night,40,Partial,Secondary,Winter,Temporary,6,2.1,12,1,2,19,1,0.6345,1
W-02869,Manufacturing,36-45,3-7yr,Day,42,Full,Degree,Autumn,Temporary,43,2.0,7,1,3,22,2,0.3118,0
W-02870,Manufacturing,46-55,1-3yr,Evening,45,Partial,Degree,Winter,Permanent,5,3.5,6,1,2,3,3,0.6201,1
W-02871,Transportation,26-35,3-7yr,Rotating,45,Partial,Degree,Summer,Permanent,27,2.2,6,1,1,22,2,0.4288,0
W-02872,Chemical,26-35,<1yr,Rotating,46,Partial,Vocational,Summer,Temporary,19,4.0,7,1,1,3,3,0.97,1
W-02873,Transportation,46-55,7-15yr,Day,52,None,Vocational,Summer,Permanent,5,2.3,25,2,4,11,3,0.6972,1
W-02874,Manufacturing,26-35,3-7yr,Night,58,Partial,Degree,Spring,Permanent,1,1.8,16,2,3,7,6,0.97,1
W-02875,Transportation,18-25,7-15yr,Day,45,Full,Vocational,Spring,Contractor,21,2.3,19,1,2,8,0,0.4798,1
W-02876,Manufacturing,36-45,3-7yr,Day,45,Full,Degree,Winter,Agency,20,3.7,3,0,0,3,1,0.347,1
W-02877,Manufacturing,18-25,7-15yr,Rotating,54,Full,Primary,Summer,Permanent,13,2.7,10,2,3,12,4,0.7117,1
W-02878,Construction,46-55,7-15yr,Rotating,40,Full,Vocational,Summer,Contractor,13,3.5,9,0,0,14,1,0.5419,1
W-02879,Mining,36-45,3-7yr,Evening,46,None,Secondary,Winter,Permanent,0,6.9,6,1,2,9,2,0.97,1
W-02880,Construction,46-55,3-7yr,Day,44,Full,Vocational,Spring,Permanent,11,4.9,4,2,4,18,2,0.6098,0
W-02881,Manufacturing,46-55,3-7yr,Night,52,None,Secondary,Autumn,Temporary,2,3.3,4,2,4,2,4,0.97,1
W-02882,Transportation,18-25,<1yr,Evening,36,Partial,Secondary,Autumn,Temporary,2,1.9,4,3,6,14,0,0.97,1
W-02883,Construction,26-35,7-15yr,Day,48,None,Primary,Winter,Permanent,0,4.1,12,1,1,24,4,0.9427,1
W-02884,Construction,46-55,7-15yr,Day,48,None,Vocational,Winter,Agency,0,5.3,8,1,2,13,1,0.97,1
W-02885,Construction,26-35,1-3yr,Day,61,Full,Vocational,Spring,Temporary,14,2.8,3,0,0,16,7,0.7519,0
W-02886,Chemical,55+,7-15yr,Night,39,Partial,Secondary,Spring,Agency,0,2.5,0,0,0,4,3,0.8282,1
W-02887,Mining,46-55,3-7yr,Day,64,Full,Degree,Spring,Permanent,14,6.3,14,1,1,4,4,0.8195,1
W-02888,Manufacturing,18-25,3-7yr,Day,61,None,Secondary,Spring,Temporary,1,3.9,10,4,7,4,4,0.97,1
W-02889,Transportation,46-55,<1yr,Rotating,59,Partial,Degree,Spring,Permanent,8,1.9,5,1,2,36,3,0.7631,1
W-02890,Transportation,18-25,3-7yr,Rotating,44,Full,Secondary,Spring,Contractor,15,2.6,4,2,3,6,1,0.6916,1
W-02891,Manufacturing,18-25,7-15yr,Day,53,None,Secondary,Autumn,Permanent,17,2.8,24,2,3,8,4,0.8771,1
W-02892,Agriculture,46-55,<1yr,Day,32,Full,Secondary,Winter,Contractor,11,2.2,10,1,1,8,1,0.6122,0
W-02893,Transportation,46-55,3-7yr,Evening,29,Full,Degree,Winter,Permanent,27,2.7,8,2,4,17,0,0.3786,0
W-02894,Agriculture,36-45,15+yr,Day,41,Partial,Degree,Spring,Agency,1,3.4,7,0,0,9,3,0.5554,0
W-02895,Construction,26-35,7-15yr,Day,38,None,Primary,Winter,Permanent,0,6.5,4,2,5,13,2,0.97,1
W-02896,Transportation,26-35,3-7yr,Day,30,None,Secondary,Winter,Permanent,0,1.5,14,1,4,12,3,0.6971,1
W-02897,Mining,26-35,3-7yr,Rotating,61,Partial,Vocational,Winter,Contractor,9,8.9,7,1,1,14,3,0.97,1
W-02898,Manufacturing,26-35,<1yr,Rotating,43,Full,Secondary,Summer,Temporary,24,2.1,24,1,1,19,3,0.7504,0
W-02899,Manufacturing,26-35,15+yr,Night,53,Full,Degree,Summer,Permanent,45,4.1,5,1,1,10,7,0.4618,1
W-02900,Construction,36-45,15+yr,Night,72,Full,Degree,Autumn,Permanent,9,5.3,4,0,0,27,4,0.6412,1
W-02901,Construction,46-55,7-15yr,Night,49,Full,Degree,Winter,Permanent,10,8.2,7,0,1,9,5,0.6665,1
W-02902,Transportation,26-35,<1yr,Evening,35,Partial,Secondary,Summer,Contractor,3,3.9,8,0,0,2,1,0.8099,0
W-02903,Construction,26-35,1-3yr,Evening,60,Full,Secondary,Spring,Permanent,10,6.0,4,2,4,22,5,0.8971,1
W-02904,Manufacturing,46-55,1-3yr,Evening,44,Partial,Degree,Autumn,Temporary,6,5.0,2,0,0,3,2,0.7146,1
W-02905,Mining,46-55,3-7yr,Night,56,Full,Secondary,Winter,Permanent,17,5.6,7,1,2,45,7,0.8974,1
W-02906,Construction,55+,1-3yr,Day,24,Full,Secondary,Spring,Contractor,15,4.6,6,0,1,49,2,0.5805,0
W-02907,Chemical,18-25,7-15yr,Day,48,Full,Vocational,Winter,Permanent,6,5.5,3,3,6,5,0,0.7978,1
W-02908,Construction,18-25,3-7yr,Rotating,48,Full,Secondary,Spring,Permanent,14,4.7,19,3,7,5,1,0.97,1
W-02909,Manufacturing,36-45,<1yr,Day,43,Full,Degree,Summer,Temporary,23,3.3,7,0,0,43,1,0.4546,1
W-02910,Manufacturing,36-45,7-15yr,Day,53,Full,Degree,Spring,Contractor,18,4.6,7,0,0,17,6,0.3557,1
W-02911,Construction,36-45,1-3yr,Day,40,Full,Secondary,Spring,Permanent,18,3.5,9,0,1,13,0,0.4945,0
W-02912,Construction,36-45,7-15yr,Day,43,Partial,Secondary,Summer,Permanent,1,5.3,4,2,3,78,1,0.8264,1
W-02913,Agriculture,26-35,1-3yr,Day,46,Full,Primary,Autumn,Permanent,14,3.6,4,0,1,10,3,0.4517,0
W-02914,Chemical,36-45,1-3yr,Day,52,Full,Secondary,Winter,Contractor,9,4.4,1,0,2,27,4,0.5492,0
W-02915,Construction,36-45,<1yr,Evening,44,Full,Secondary,Spring,Contractor,23,5.8,13,0,0,24,2,0.6967,0
W-02916,Agriculture,26-35,15+yr,Day,44,Partial,Primary,Autumn,Temporary,0,2.0,7,0,0,12,3,0.5212,1
W-02917,Transportation,36-45,3-7yr,Evening,44,Full,Primary,Summer,Permanent,17,2.0,1,1,3,14,2,0.325,0
W-02918,Transportation,26-35,3-7yr,Day,44,Full,Vocational,Winter,Contractor,7,2.4,4,1,1,3,0,0.4114,0
W-02919,Manufacturing,26-35,<1yr,Day,35,Full,Vocational,Spring,Contractor,14,1.9,3,1,1,13,2,0.5197,0
W-02920,Manufacturing,26-35,7-15yr,Rotating,55,Full,Degree,Summer,Agency,6,4.9,3,1,2,13,7,0.6008,0
W-02921,Manufacturing,26-35,1-3yr,Night,56,Full,Secondary,Spring,Contractor,14,2.7,9,0,2,12,3,0.6684,0
W-02922,Agriculture,18-25,15+yr,Night,36,Full,Vocational,Winter,Permanent,18,6.2,3,1,1,6,1,0.6662,1
W-02923,Transportation,36-45,15+yr,Day,42,Full,Vocational,Autumn,Permanent,11,2.4,19,0,0,10,2,0.1899,0
W-02924,Construction,46-55,7-15yr,Day,56,None,Vocational,Autumn,Permanent,30,4.2,9,3,5,11,3,0.97,1
W-02925,Manufacturing,26-35,15+yr,Night,50,Full,Vocational,Spring,Permanent,12,4.5,17,0,0,11,3,0.4338,0
W-02926,Chemical,18-25,<1yr,Day,43,Full,Secondary,Spring,Temporary,10,3.7,35,1,2,41,1,0.9671,1
W-02927,Transportation,55+,1-3yr,Night,41,Full,Secondary,Winter,Permanent,26,1.0,3,0,1,16,3,0.3867,1
W-02928,Chemical,26-35,1-3yr,Evening,56,None,Secondary,Autumn,Contractor,0,5.4,11,1,2,5,6,0.97,1
W-02929,Transportation,18-25,<1yr,Night,44,Full,Secondary,Spring,Permanent,25,5.1,7,1,2,3,0,0.7177,1
W-02930,Manufacturing,26-35,15+yr,Evening,51,Partial,Vocational,Autumn,Permanent,23,1.5,24,0,0,16,4,0.5288,1
